"カテゴリ","title","所在及び住居表示","令和4年価格及び対前年変動率","地積","形状","前面道路状況","利用状況","周辺の土地の利用状況","交通施設","用途地域（建ぺい率／容積率）","防火・準防火地域","令和3年価格及び対前年変動率","令和2年価格及び対前年変動率","平成31年価格及び対前年変動率","平成30年価格及び対前年変動率","平成29年価格及び対前年変動率","平成28年価格及び対前年変動率","平成27年価格及び対前年変動率","平成26年価格及び対前年変動率","平成25年価格及び対前年変動率","lng","lat","分類"
"地価公示(基準日 R4.1.1)","生野-06","大阪市生野区生野東３－１－３","163,000円/㎡、0.0%","89㎡","1:2.5","北 4m 市道","住宅　鉄骨造3F","中小規模一般住宅が多い住宅地域","寺田町 1100m","第一種住居地域 (80/300)","準防火地域","163,000円/㎡、-1.2%","165,000円/㎡、0.0％","165,000円/㎡、0.0％","165,000円/㎡、0.0％","165,000円/㎡、0.0％","165,000円/㎡ 0.0％","165,000円/㎡ 0.0%","165,000円/㎡ 0.0%","165,000円/㎡ -1.2%","135.53345009033","34.651981851714","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西成9-04","大阪市西成区南開１－４－３","139,000円/㎡、0.7%","100㎡","1:1.5","東 8m 市道","作業場　鉄骨造3F","中小規模の工場のほか、住宅も見られる工業地域","今宮 400m","準工業地域 (60/300)","準防火地域","138,000円/㎡、0.0%","138,000円/㎡、0.0％","138,000円/㎡、0.0％","138,000円/㎡、-0.7％","139,000円/㎡、-0.7％","140,000円/㎡ -0.7％","141,000円/㎡ -1.4%","143,000円/㎡ -2.1%","146,000円/㎡ -2.7%","135.492442639935","34.651011080442","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-10","大阪市生野区鶴橋３－６－７","182,000円/㎡、0.6%","74㎡","1:2.5","北 3.9m 市道","店舗兼住宅　鉄骨造4F","小規模一般住宅の中に店舗等も見られる住宅地域","鶴橋 570m","準工業地域 (80/300)","準防火地域","181,000円/㎡、-0.5%","182,000円/㎡、1.7％","179,000円/㎡、1.1％","177,000円/㎡、0.0％","177,000円/㎡、0.0％","177,000円/㎡ 0.0％","177,000円/㎡ 0.0%","177,000円/㎡ 0.0%","177,000円/㎡ -0.6%","135.534925310241","34.6638077686512","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-01","大阪市東淀川区淡路５丁目２８番１","234,000円/㎡、0.4%","107㎡","1:2.5","北西 6m 市道","住宅　木造3F","一般住宅の中にマンション等が見られる住宅地域","淡路 350m","第一種住居地域 (80/200)","準防火地域","233,000円/㎡、0.0%","233,000円/㎡、0.9％","231,000円/㎡、0.9％","229,000円/㎡、0.0％","229,000円/㎡、0.0％","229,000円/㎡ 0.0％","229,000円/㎡ 0.0%","229,000円/㎡ 0.0%","229,000円/㎡ -0.4%","135.516794838002","34.7414605118679","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-03","大阪市東淀川区豊里２－２０－３","205,000円/㎡、0.5%","133㎡","1:2","南西 6m 市道","住宅　木造2F","一般住宅、マンション等が混在する住宅地域","上新庄 1100m","第二種中高層住居専用地域 (60/200)","準防火地域","204,000円/㎡、0.0%","204,000円/㎡、0.0％","204,000円/㎡、0.0％","204,000円/㎡、0.0％","204,000円/㎡、0.0％","204,000円/㎡ 0.0％","204,000円/㎡ 0.0%","204,000円/㎡ 0.0%","204,000円/㎡ -0.5%","135.534949805256","34.7403684957835","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川-10","大阪市淀川区東三国４－１４－８","257,000円/㎡、1.2%","109㎡","1:1.5","南 4m 市道","住宅　木造2F","一般住宅、マンション等が混在する住宅地域","東三国 260m","第一種住居地域 (80/300)","準防火地域","254,000円/㎡、0.8%","252,000円/㎡、1.6％","248,000円/㎡、1.6％","244,000円/㎡、1.2％","241,000円/㎡、0.8％","239,000円/㎡ 0.8％","237,000円/㎡ 0.4%","236,000円/㎡ 0.9%","234,000円/㎡ 0.0%","135.496023261054","34.7401387733969","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川5-01","大阪市東淀川区淡路４－９－１４","337,000円/㎡、0.0%","79㎡","1:4","南東 12m 市道","店舗兼事務所　鉄骨造7F","小売店舗、店舗ビル等が建ち並ぶ駅前の商業地域","淡路 近接","商業地域 (80/400)","準防火地域","337,000円/㎡、0.0%","337,000円/㎡、0.6％","335,000円/㎡、0.6％","333,000円/㎡、0.6％","331,000円/㎡、0.6％","329,000円/㎡ 0.3％","328,000円/㎡ 0.3%","327,000円/㎡ 0.6%","325,000円/㎡ -0.6%","135.517106335523","34.7400083134278","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川5-05","大阪市淀川区宮原２－５－１９","263,000円/㎡、0.4%","74㎡","1:2","北 6m 市道","店舗　鉄筋コンクリート造3F","小売店舗、飲食店等が建ち並ぶ駅前の商業地域","東淀川 140m","商業地域 (80/400)","準防火地域","262,000円/㎡、0.0%","262,000円/㎡、0.0％","262,000円/㎡、0.0％","262,000円/㎡、0.0％","262,000円/㎡、0.0％","262,000円/㎡ 0.0％","262,000円/㎡ 0.0%","262,000円/㎡ 0.0%","262,000円/㎡ -2.6%","135.502454268614","34.7398208481668","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川5-01","大阪市淀川区西三国３－９－７","259,000円/㎡、-0.4%","58㎡","1:3.5","南 6m 市道","店舗兼住宅　木造2F","小規模小売店舗等が建ち並ぶ駅前に近い商業地域","三国 300m","近隣商業地域 (80/300)","準防火地域","260,000円/㎡、0.0%","260,000円/㎡、0.0％","260,000円/㎡、0.0％","260,000円/㎡、0.0％","260,000円/㎡、0.0％","260,000円/㎡ 0.0％","260,000円/㎡ 0.0%","260,000円/㎡ 0.0%","260,000円/㎡ 0.0%","135.485224167613","34.7387817117361","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川-01","大阪市淀川区三国本町３－１４－２","244,000円/㎡、0.4%","182㎡","1:1","南 5.5m 市道","住宅　軽量鉄骨造2F","中小規模一般住宅が建ち並ぶ住宅地域","三国 450m","第一種住居地域 (80/200)","準防火地域","243,000円/㎡、0.0%","243,000円/㎡、0.8％","241,000円/㎡、0.8％","239,000円/㎡、0.8％","237,000円/㎡、0.9％","235,000円/㎡ 0.9％","233,000円/㎡ 0.9%","231,000円/㎡ 0.9%","229,000円/㎡ -0.4%","135.487299812689","34.7374831098702","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-06","大阪市東淀川区淡路１－５－１０","186,000円/㎡、0.5%","91㎡","台形1:1.2","北東 4m 市道","住宅　軽量鉄骨造2F","一般住宅、アパート等が建ち並ぶ住宅地域","崇禅寺 500m","第二種中高層住居専用地域 (60/200)","準防火地域","185,000円/㎡、0.0%","185,000円/㎡、0.5％","184,000円/㎡、0.5％","183,000円/㎡、0.0％","183,000円/㎡、0.0％","183,000円/㎡ 0.0％","183,000円/㎡ 0.0%","183,000円/㎡ -0.5%","184,000円/㎡ -1.1%","135.508472519394","34.7351502404874","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-11","大阪市東淀川区東淡路１－２－５","207,000円/㎡、0.5%","152㎡","1:2.5","北 10m 市道","住宅　鉄骨造3F","中小規模一般住宅等が多い既成住宅地域","淡路 650m","第一種住居地域 (80/200)","準防火地域","206,000円/㎡、0.0%","206,000円/㎡、0.0％","206,000円/㎡、0.0％","206,000円/㎡、0.0％","206,000円/㎡、0.0％","206,000円/㎡ 0.0％","206,000円/㎡ 0.0%","206,000円/㎡ 0.0%","206,000円/㎡ -1.0%","135.517792246485","34.7344610784735","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","鶴見-03","大阪市鶴見区今津中４－２－１９","217,000円/㎡、0.5%","1566㎡","1:1.2","南 15m 市道 三方路","共同住宅　鉄骨鉄筋コンクリート造8F","大規模マンション、事業所等が混在する住宅地域","徳庵 400m","第二種住居地域 (80/300)","準防火地域","216,000円/㎡、0.0%","216,000円/㎡、0.0％","216,000円/㎡、0.0％","216,000円/㎡、0.0％","216,000円/㎡、0.0％","216,000円/㎡ 0.0％","216,000円/㎡ 0.0%","216,000円/㎡ 0.0%","216,000円/㎡ -0.5%","135.578370580131","34.6921876691829","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-10","大阪市住吉区我孫子５－１４－２５","229,000円/㎡、0.4%","214㎡","台形1:1.5","北 8m 市道","住宅　軽量鉄骨造2F","一般住宅、共同住宅等が混在する住宅地域","我孫子町 400m","第一種住居地域 (80/200)","準防火地域","228,000円/㎡、0.0%","228,000円/㎡、0.4％","227,000円/㎡、0.4％","226,000円/㎡、0.4％","225,000円/㎡、0.4％","224,000円/㎡ 0.4％","223,000円/㎡ 0.5%","222,000円/㎡ -0.4%","223,000円/㎡ -0.9%","135.505202959261","34.5988419176313","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野9-04","大阪市平野区長吉川辺３－１－１５","138,000円/㎡、0.0%","395㎡","1:1.5","北東 12m 市道","工場兼事務所","工場、倉庫、一般住宅が混在する工業地域","長原 480m","準工業地域 (60/200)","準防火地域","138,000円/㎡、-0.7%","139,000円/㎡、0.0％","139,000円/㎡、0.0％","139,000円/㎡、-0.7％","140,000円/㎡、-0.7％","141,000円/㎡ -0.7％","142,000円/㎡ -1.4%","144,000円/㎡ -1.4%","146,000円/㎡ -1.4%","135.575434622959","34.5984836310953","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-08","大阪市住吉区遠里小野６－１１－２１","188,000円/㎡、0.0%","170㎡","1:2","北 6m 市道","住宅　木造2F","中規模住宅が建ち並ぶ区画整然とした住宅地域","我孫子前 700m","第一種住居地域 (80/200)","準防火地域","188,000円/㎡、-0.5%","189,000円/㎡、0.0％","189,000円/㎡、0.0％","189,000円/㎡、0.0％","189,000円/㎡、0.0％","189,000円/㎡ 0.0％","189,000円/㎡ 0.0%","189,000円/㎡ -0.5%","190,000円/㎡ -1.0%","135.493488272316","34.59677581561","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-19","大阪市中央区道頓堀１－６－１０","4,900,000円/㎡、-15.5%","242㎡","1:1.2","南 10.9m 市道 背面道","店舗　鉄骨鉄筋コンクリート造6F2BF","中高層の飲食店舗等が建ち並ぶ商業地域","なんば 260m","商業地域 (80/500)","防火地域","5,800,000円/㎡、-28.0%","8,050,000円/㎡、23.8％","6,500,000円/㎡、27.5％","5,100,000円/㎡、27.5％","4,000,000円/㎡、41.3％","2,830,000円/㎡ 40.1％","2,020,000円/㎡ 9.8%","1,840,000円/㎡ 7.6%","1,710,000円/㎡ 0.0%","135.502282240669","34.668845310161","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-02","大阪市中央区宗右衛門町７－２","18,800,000円/㎡、-10.9%","502㎡","1:1","西 19.6m 市道 三方路","店舗　鉄骨造7F1BF","小売店舗、飲食店舗等が高度に集積する商業地域","なんば 230m","商業地域 (80/500)","防火地域","21,100,000円/㎡、-26.5%","28,700,000円/㎡、44.9％","19,800,000円/㎡、25.3％","15,800,000円/㎡、22.5％","12,900,000円/㎡、35.1％","9,550,000円/㎡ 36.2％","7,010,000円/㎡ 11.3%","6,300,000円/㎡ 4.1%","6,050,000円/㎡ -","135.501474457277","34.6693176231407","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-09","大阪市城東区関目４－７－２５","285,000円/㎡、1.8%","101㎡","1:3","南 8m 市道","住宅　鉄骨造4F","中小規模一般住宅が建ち並ぶ住宅地域","関目 650m","第一種住居地域 (80/200)","準防火地域","280,000円/㎡、0.4%","279,000円/㎡、1.1％","276,000円/㎡、1.1％","273,000円/㎡、0.7％","271,000円/㎡、0.7％","269,000円/㎡ 0.7％","267,000円/㎡ 1.1%","264,000円/㎡ 0.8%","262,000円/㎡ 0.0%","135.552222931961","34.7111277017257","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西淀川9-03","大阪市西淀川区佃５－９－１１","121,000円/㎡、0.8%","643㎡","1:2","南東 8m 市道","工場","中小規模の工場等が建ち並ぶ既成工業地域","千船 1000m","工業地域 (60/200)","-","120,000円/㎡、-0.8%","121,000円/㎡、0.0％","121,000円/㎡、0.0％","121,000円/㎡、0.0％","121,000円/㎡、0.0％","121,000円/㎡ 0.0％","121,000円/㎡ -0.8%","122,000円/㎡ -0.8%","123,000円/㎡ -2.4%","135.436293655952","34.712404986112","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北5-25","大阪市北区豊崎３－１３－６","868,000円/㎡、0.0%","222㎡","1:1","南 8m 市道","事務所　鉄筋コンクリート造8F","中高層の事務所ビル等の多い商業地域","中津 210m","商業地域 (80/400)","準防火地域","868,000円/㎡、-2.5%","890,000円/㎡、14.5％","777,000円/㎡、12.8％","689,000円/㎡、11.7％","617,000円/㎡、10.0％","561,000円/㎡ 10.0％","510,000円/㎡ 6.9%","477,000円/㎡ 8.4%","440,000円/㎡ 1.1%","135.498359956472","34.7102120063393","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","鶴見-01","大阪市鶴見区緑１－４－２９","235,000円/㎡、0.4%","94㎡","1:2","南 8m 市道","住宅　軽量鉄骨造2F","中小規模一般住宅が建ち並ぶ住宅地域","今福鶴見 1000m","第一種住居地域 (80/200)","準防火地域","234,000円/㎡、0.0%","234,000円/㎡、0.4％","233,000円/㎡、0.0％","233,000円/㎡、0.0％","233,000円/㎡、0.0％","233,000円/㎡ 0.0％","233,000円/㎡ 0.0%","233,000円/㎡ 0.0%","233,000円/㎡ -0.4%","135.561661459662","34.7100052375637","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","都島-03","大阪市都島区都島北通２－８－１０","307,000円/㎡、2.3%","142㎡","1:2","北 5.5m 市道","住宅　木造2F","中小規模住宅が多く、店舗等の混在する住宅地域","野江内代 550m","第一種住居地域 (80/300)","準防火地域","300,000円/㎡、1.4%","296,000円/㎡、2.1％","290,000円/㎡、1.8％","285,000円/㎡、1.8％","280,000円/㎡、1.1％","277,000円/㎡ 1.5％","273,000円/㎡ 2.2%","267,000円/㎡ 1.1%","264,000円/㎡ 0.0%","135.532874849789","34.7097408078328","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北-05","大阪市北区中津６－４－１８","358,000円/㎡、0.0%","255㎡","2:1","南 6m 市道 東側道","住宅　木造2F","中規模住宅に事業所等も混在する住宅地域","阪急中津 300m","準工業地域 (60/300)","準防火地域","358,000円/㎡、0.0%","358,000円/㎡、0.8％","355,000円/㎡、0.9％","352,000円/㎡、1.4％","347,000円/㎡、1.8％","341,000円/㎡ 1.8％","335,000円/㎡ 2.1%","328,000円/㎡ 1.5%","323,000円/㎡ 0.0%","135.49112709507","34.7091619193389","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","鶴見-04","大阪市鶴見区浜３－１２－２７","189,000円/㎡、0.5%","87㎡","1.2:1","南 4m 市道","住宅　木造2F","旧集落縁辺の中小一般住宅が多い住宅地域","鶴見緑地 670m","第一種住居地域 (80/200)","準防火地域","188,000円/㎡、0.0%","188,000円/㎡、0.0％","188,000円/㎡、0.0％","188,000円/㎡、0.0％","188,000円/㎡、0.0％","188,000円/㎡ 0.0％","188,000円/㎡ 0.0%","188,000円/㎡ 0.0%","188,000円/㎡ -0.5%","135.584015548399","34.708810728049","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北5-20","大阪市北区中崎２－１－４","981,000円/㎡、0.0%","385㎡","不整形1.2:1","南東 27m 市道 背面道","事務所　鉄骨造9F1BF","中高層の事務所、マンションが混在する商業地域","中崎町 110m","商業地域 (80/600)","防火地域","981,000円/㎡、-3.8%","1,020,000円/㎡、15.0％","887,000円/㎡、12.7％","787,000円/㎡、12.4％","700,000円/㎡、11.1％","630,000円/㎡ 8.1％","583,000円/㎡ 7.4%","543,000円/㎡ 8.6%","500,000円/㎡ 0.0%","135.506866929891","34.708359257464","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-08","大阪市城東区鴫野東３－３０－２","201,000円/㎡、1.0%","80㎡","1:3","北 4m 市道","住宅　鉄骨造3F","中小規模一般住宅が多い住宅地域","鴫野 480m","第一種住居地域（80/200)","準防火地域","199,000円/㎡、0.5%","198,000円/㎡、1.0％","196,000円/㎡、1.0％","194,000円/㎡、0.0％","194,000円/㎡、0.0％","194,000円/㎡ -％","-","-","-","135.549605649467","34.6908340462131","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-03","大阪市城東区鴫野西４－３－２５","232,000円/㎡、0.9%","74㎡","1:2.5","西 7.3m 市道","住宅　軽量鉄骨造3F","住宅の中に作業所兼住宅等が見られる住宅地域","鴫野 730m","準工業地域 (60/200)","準防火地域","230,000円/㎡、0.4%","229,000円/㎡、0.9％","227,000円/㎡、0.0％","227,000円/㎡、0.0％","227,000円/㎡、0.0％","227,000円/㎡ 0.0％","227,000円/㎡ 　0.0％","227,000円/㎡　0.0％","-","135.539562150259","34.691903909539","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-04","大阪市中央区高麗橋４－６－１７","1,180,000円/㎡、-1.7%","963㎡","1.2:1","西 7.8m 市道","事務所　鉄骨鉄筋コンクリート造9F1BF","中高層の店舗、事務所ビルが建ち並ぶ商業地域","肥後橋 200m","商業地域 (80/600)","防火地域","1,200,000円/㎡、-4.8%","1,260,000円/㎡、18.9％","1,060,000円/㎡、15.8％","915,000円/㎡、15.1％","795,000円/㎡、15.7％","687,000円/㎡ 8.4％","634,000円/㎡ 5.1%","603,000円/㎡ 5.8%","570,000円/㎡ -0.5%","135.498226926006","34.6896742551932","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-10","大阪市西区江戸堀１－１０－８","2,990,000円/㎡、-1.0%","1284㎡","1:1.2","東 23.6m 市道 南側道","店舗兼事務所　鉄骨鉄筋コンクリート造9F1BF","中高層の事務所、金融機関が多い業務商業地域","肥後橋 近接","商業地域 (80/800)","防火地域","3,020,000円/㎡、-5.0%","3,180,000円/㎡、22.3％","2,600,000円/㎡、11.6％","2,330,000円/㎡、13.1％","2,060,000円/㎡、13.2％","1,820,000円/㎡ 13.8％","1,600,000円/㎡ 6.0%","1,510,000円/㎡ 6.3%","1,420,000円/㎡ -0.7%","135.49629072933","34.6895002837881","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","福島-05","大阪市福島区吉野４－１３－２５","357,000円/㎡、1.1%","350㎡","不整形1:1.5","東 6m 市道","共同住宅　鉄筋コンクリート造10F","共同住宅、一般住宅、作業場が混在する住宅地域","野田 320m","準工業地域 (80/300)","準防火地域","353,000円/㎡、2.3%","345,000円/㎡、6.2％","325,000円/㎡、5.5％","308,000円/㎡、5.8％","291,000円/㎡、4.7％","278,000円/㎡ 1.5％","274,000円/㎡ 1.9%","269,000円/㎡ 1.1%","266,000円/㎡ -","135.471939347171","34.6887291854769","地価公示(基準日 R4.1.1)"
